0.6666666666666666	2
1.0	3
1.3333333333333333	4
1.6666666666666665	5
1.9999999999999998	6
2.333333333333333	7
2.6666666666666665	8
3.0	9
3.3333333333333335	10
3.666666666666667	11
4.0	12
4.333333333333333	13
4.666666666666666	14
4.999999999999999	15
5.333333333333332	16
5.666666666666665	17
5.999999999999998	18
6.333333333333331	19
6.666666666666664	20
6.999999999999997	21
7.33333333333333	22
7.666666666666663	23
7.9999999999999964	24
8.33333333333333	25
8.666666666666664	26
8.999999999999998	27
9.333333333333332	28
9.666666666666666	29
10.0	30
10.333333333333334	31
